Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social,sales_total,sales_ps,sales_growth
GRMN,Garmin Ltd.,12/30/2016,9143.51685,55,Technology,5515,Hardware,551515,Communications Equipment,55151530,Satellite Equipment,5515153015,Global Positioning Systems (GPS) Manufacturing,5.51515E+11,Global Positioning Systems (GPS) Manufacturing,2.5,6.099999905,5.300000191,3018.666,15.94283919,7.034569715
GD,General Dynamics Corporation,12/30/2016,52215.58304,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101020,Diversified Aerospace and Defense Manufacturing,4010102010,Diversified Aerospace and Defense Manufacturing,4.0101E+11,Diversified Defense Providers,2.700000048,5.400000095,1.700000048,30809,98.46095358,-2.097302107
GE,General Electric Company,12/30/2016,276266.6024,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,7,5.599999905,2.400000095,119686,13.12913472,-7.052994533
GGP,General Growth Properties Inc.,12/30/2016,22084.76005,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,4.199999809,4.900000095,3.5,2380.086,2.485459393,-3.214858504
GIS,"General Mills, Inc.",12/30/2016,35838.954,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,6.099999905,4.5,4.900000095,15950.3,27.06831182,-7.708375524
GM,General Motors Company,12/30/2016,52260,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201015,Consumer Vehicle Manufacturing,2020101510,Car Manufacturers,2.0201E+11,Multi-Type Car Manufacturers,3.400000095,4.199999809,1.899999976,153433,95.02165605,0.706897004
GPC,Genuine Parts Company,12/30/2016,14179.13172,20,Consumer Cyclicals,2015,Miscellaneous Retail,201510,Auto Retail,20151020,Motor Vehicles and Parts Sales and Rental,2015102015,"Automotive Parts, Accessories and Tires Sales",2.0151E+11,"Automotive Parts, Accessories and Tires Retail",0.800000012,5.199999809,2.5,15339.713,102.3985541,0.390502802
GILD,"Gilead Sciences, Inc.",12/30/2016,93809.1,35,Healthcare,3510,Biopharmaceuticals,351010,Non-System-Specific Biopharmaceuticals,35101010,Infectious Disease Biopharmaceuticals,3510101020,Viral Infectious Disease Biopharmaceuticals,3.5101E+11,Viral Biopharmaceuticals,3.5,4.800000191,5.099999905,30317,22.32474227,-5.368792334
GPN,Global Payments Inc.,12/30/2016,10563.20361,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101530,Electronic Transaction Processing/Clearinghouses,3.0301E+11,Electronic Payment Processing,6.699999809,6.099999905,1.899999976,3370.975,22.9413294,-
GS,"Goldman Sachs Group, Inc.",12/30/2016,94015.78747,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102510,Brokerage Services,3.0201E+11,Institutional Brokerage Services,7.900000095,2.700000048,6.400000095,36854,83.79452999,2.568812446
GT,Goodyear Tire & Rubber Company,12/30/2016,7766.785005,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201010,Consumer Vehicle Parts Manufacturing,2020101020,Consumer Vehicle Wheels and Tires Manufacturing,2.0201E+11,New Tire Manufacturing,5,5.099999905,3.5,15158,56.98496241,-7.814875631
HRB,"H&R Block, Inc.",12/30/2016,4862.227794,10,Business Services,1010,Business Services,101015,Other Professional Services,10101520,Other Professional Services,1010152010,"Accounting, Tax Preparers and Bookkeeping Services",1.01015E+11,Tax Preparation Services,6.599999905,7.099999905,1.700000048,3028.537,12.11297833,-1.561475627
HAL,Halliburton Company,12/30/2016,46841.94,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102020,Oil and Gas Operations Support Activities,2510202040,Oil and Gas Well Servicing,2.5102E+11,Oil and Gas Well Servicing,6.800000191,3.099999905,3.599999905,15887,18.45180023,-32.77620277
HBI,Hanesbrands Inc.,12/30/2016,8168.279712,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101015,Apparel and Footwear Production,2010101515,Apparel Production,2.0101E+11,Intimates and Sleepwear Production,4.800000191,4.5,3.700000048,6028.199,15.67533011,5.175738705
HOG,"Harley-Davidson, Inc.",12/30/2016,10264.78934,20,Consumer Cyclicals,2020,Consumer Vehicles and Parts,202010,Consumer Vehicles and Parts,20201015,Consumer Vehicle Manufacturing,2020101520,Motorcycle Manufacturing,2.0201E+11,Motorcycle Manufacturing,6.300000191,4.300000191,3.299999952,5996.458,33.21493339,0.017613498
HAR,"Harman International Industries, Incorporated",12/30/2016,7767.163382,55,Technology,5515,Hardware,551525,Consumer Electronics,55152515,Automotive and Marine Electronics Manufacturing,5515251510,Automotive and Marine Electronics Manufacturing,5.51525E+11,Automotive and Marine Electronics Manufacturing,2.799999952,3.099999905,5.199999809,7215.627,98.18391882,10.23173234
HRS,Harris Corporation,12/30/2016,12734.6813,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101015,Defense Manufacturing,4010101510,Other Defense Manufacturing,4.0101E+11,Defense Electronics Equipment Manufacturing,5.900000095,3.799999952,2.900000095,5952,47.936,-5.230475281
HIG,"Hartford Financial Services Group, Inc.",12/30/2016,17818.67714,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102010,Commercial Insurance,3.0151E+11,Diversified Commercial Insurance,5.599999905,6.5,4.699999809,17644,40.54204661,-3.198551599
HAS,"Hasbro, Inc.",12/30/2016,9683.840074,20,Consumer Cyclicals,2010,Consumer Goods,201015,Leisure Goods Products,20101510,Other Leisure Goods,2010151035,"Toy, Game, Hobby and Musical Instrument Products",2.01015E+11,"Toy, Game, Hobby and Musical Instrument Products",4.699999809,4,5.5,5012.355,39.4779311,12.46715079
HCA,HCA Healthcare Inc,12/30/2016,27427.06732,35,Healthcare,3515,Healthcare Services,351515,Patient Care,35151510,Acute Care and Institutional Patient Care,3515151015,Other Hospitals,3.51515E+11,Other Hospitals,6.800000191,5.199999809,5.199999809,41490,104.8121642,4.566762438
HCP,"HCP, Inc.",12/30/2016,13911.38185,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Healthcare and Life Sciences Equity REITs,7.099999905,4,5.5,2252.64,4.553023836,-11.34172855
HP,"Helmerich & Payne, Inc.",12/30/2016,8402.73928,25,Energy,2510,Upstream Energy,251020,Support Activities for Oil and Gas Operations,25102015,Oil and Gas Field Support Activities,2510201515,Oil and Gas Well Drilling,2.5102E+11,Onshore Oil and Gas Well Drilling,2.700000048,5.199999809,3.599999905,1504.975,15.03974221,-42.04285203
HSIC,"Henry Schein, Inc.",12/30/2016,12046.15403,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151020,Healthcare Distributors,3515102015,Medical Equipment Distributors,3.5151E+11,Medical Equipment Distributors,8,6,6.900000095,11571.668,35.33916432,8.861466611
HSY,Hershey Company,12/30/2016,21385.90843,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151535,Sweets and Snacks Production,5.01515E+11,Confectionery Manufacturing,3.200000048,2.200000048,5,7440.181,34.55663155,0.725026555
HES,Hess Corporation,12/30/2016,19716.23013,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,5.300000191,5,6.099999905,4762,15.36624718,-28.05559752
HPE,Hewlett Packard Enterprise Co.,12/30/2016,38551.24,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,General Information Technology (IT) Consulting,6.400000095,6.300000191,5.300000191,34444,17.43990799,-33.54556154
HOLX,"Hologic, Inc.",12/30/2016,11142.36712,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,5.5,4.800000191,5.099999905,2871.9,9.89914592,4.531557109
HD,"Home Depot, Inc.",12/30/2016,163577.6,20,Consumer Cyclicals,2025,Consumer Retail,202520,Home Improvement Retail,20252010,Building Materials and Garden Supply Stores,2025201010,Building Materials and Supplies Stores,2.0252E+11,Home Centers and Hardware Stores,4.800000191,4.5,3,93368,68.99376461,7.689646025
HON,Honeywell International Inc.,12/30/2016,88138.68,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,4.800000191,6.300000191,2.5,39302,50.69650458,1.868795521
HRL,Hormel Foods Corporation,12/30/2016,18396.52345,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151525,Meat and Seafood Production,5.01515E+11,Meat and Seafood Production,2.599999905,6.300000191,5,9523.224,17.55520367,2.799706775
HST,"Host Hotels & Resorts, Inc.",12/30/2016,13900.152,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Hotel and Motel Equity REITs,6.900000095,5.199999809,2.799999952,5430,7.301331182,0.798217932
HPQ,HP Inc.,12/30/2016,25407.43044,55,Technology,5515,Hardware,551520,Computer Hardware and Storage,55152025,General Computer Hardware,5515202510,General Computer Hardware Manufacturing,5.5152E+11,General Computer Hardware Manufacturing,5.099999905,6.300000191,5.599999905,48218,27.66379805,-45.73894647
HUM,Humana Inc.,12/30/2016,30462.73914,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151010,Health Plan Providers,3515101010,Government Managed Care,3.5151E+11,Medicare Managed Care,10,5.599999905,3.599999905,54379,360.3238866,0.16577944
HBAN,Huntington Bancshares Incorporated,12/30/2016,14352.80247,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201020,United States Midwest and West Commercial Banks,3.0102E+11,United States Midwest Commercial Banks,1.700000048,5.099999905,3.299999952,3827.805,4.15402758,20.39424519
ITW,Illinois Tool Works Inc.,12/30/2016,42481.374,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102030,Other Machinery Manufacturing,4010203025,Diversified Industrial Manufacturing,4.0102E+11,Diversified Industrial Manufacturing,4.300000191,5.900000095,2.799999952,13599,38.08176981,1.447221186
ILMN,"Illumina, Inc.",12/30/2016,18718.93584,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152025,Scientific Products,3515202510,Bioanalytical Instruments,3.5152E+11,Bioanalytical Consumables,9,4.5,4.599999905,2398.373,16.20084437,8.046403173
IR,Ingersoll-Rand Plc,12/30/2016,19435.83385,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102010,"Air, Liquid and Gas Control Equipment",4010201010,Environmental Control Machinery/Equipment Products,4.0102E+11,Other Heating and Cooling Equipment Manufacturing,7.199999809,5.400000095,5.800000191,13508.9,51.61979366,1.565331148
INTC,Intel Corporation,12/30/2016,171557.1,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102030,Processor Semiconductors,5510203025,Microprocessor Semiconductors,5.5102E+11,Microprocessor (MPU) Semiconductors,8.699999809,3.5,8,59387,12.18194872,7.28389486
ICE,"Intercontinental Exchange, Inc.",12/30/2016,33569.9,30,Finance,3020,Investment Services,302010,Investment Services,30201025,Securities Sales and Trading Services,3020102525,Securities Exchanges and ECNs,3.0201E+11,Securities Exchanges,7,5.300000191,0.400000006,5958,9.946577629,29.54990215
IBM,International Business Machines Corporation,12/30/2016,157004.5302,55,Technology,5520,Software and Consulting,552020,Technology Consulting Services,55202020,Information Technology Consulting,5520202010,Information Technology Consulting,5.5202E+11,General Information Technology (IT) Consulting,7.900000095,2.299999952,5.300000191,79918,83.64780764,-2.231411025
IFF,International Flavors & Fragrances Inc.,12/30/2016,9333.67215,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102010,Additives Manufacturing,4510201010,Chemical Flavor and Fragrance Additives Products,4.5102E+11,Fragrance and Personal Care Additive Manufacturing,6.5,5.900000095,5.300000191,3116.351,38.96362886,3.081580411
IP,International Paper Company,12/30/2016,21872.87074,45,Non-Energy Materials,4520,Manufactured Products,452015,Containers and Packaging,45201520,Paper Packaging Products,4520152010,Corrugated Container Manufacturing,4.52015E+11,Corrugated Container Manufacturing,6.099999905,4.199999809,5.099999905,21079,46.9080847,-5.750055891
IPG,"Interpublic Group of Companies, Inc.",12/30/2016,9167.356,10,Business Services,1010,Business Services,101010,Marketing and Printing Services,10101010,Marketing and Advertising Services,1010101015,Other Marketing and Advertising Services,1.0101E+11,Marketing and Advertising Agencies and Networks,8,5.699999809,3.200000048,7846.6,19.23186275,3.057605926
INTU,Intuit Inc.,12/30/2016,29462.56348,55,Technology,5520,Software and Consulting,552015,Software,55201530,Industry-Specific Software,5520153010,Industry-Specific Software,5.52015E+11,Multiple Industry-Specific Software,3.700000048,5.5,6.300000191,4759,17.71320755,7.88936749
ISRG,"Intuitive Surgical, Inc.",12/30/2016,24605.796,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201510,System-Specific General Medical Devices,3520151020,Surgical Devices,3.52015E+11,General Surgical Devices,6.300000191,3.799999952,3.099999905,2704.3,22.93044999,13.44491988
IVZ,Invesco Ltd.,12/30/2016,12251.292,30,Finance,3020,Investment Services,302010,Investment Services,30201010,Asset Management and Financial Advisory Services,3020101015,Diverse Asset Management and Financial Advisors,3.0201E+11,Diverse Asset Management and Financial Advisors,10,5.699999809,4.5,4755.2,11.80466617,-6.112778392
IRM,"Iron Mountain, Inc.",12/30/2016,8564.413122,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151030,Other Business Administrative Services,1.01015E+11,Records Management Services,8.800000191,4.699999809,4.5,3511.453,14.20105808,16.73806573
SJM,J. M. Smucker Company,12/30/2016,14910.73103,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151515,Food Production,5015151520,General Food Manufacturing and Processing,5.01515E+11,General Food Manufacturing and Processing,4.699999809,3,4.400000095,7511.2,65.6625102,8.593569281
JBHT,"J.B. Hunt Transport Services, Inc.",12/30/2016,10804.37839,40,Industrials,4015,Industrial Services,401510,Cargo Transportation and Infrastructure Services,40151020,Road and Rail Transportation Operators,4015102015,Road Transportation,4.0151E+11,Road Transportation Infrastructure and Support,4,5,2.200000048,6555.459,57.82816842,5.944312264
JEC,Jacobs Engineering Group Inc.,12/30/2016,6906.445641,40,Industrials,4015,Industrial Services,401525,Facilities and Construction Services,40152510,Infrastructure Construction/Contracting Services,4015251015,Infrastructure Consulting and Design Services,4.01525E+11,Infrastructure Consulting and Design Services,4.199999809,6.300000191,2.299999952,10667.827,90.25260324,-9.408597882
JNJ,Johnson & Johnson,12/30/2016,311817.1323,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,5.599999905,4.5,3.5,71937,25.79404066,2.474358974
