Symbol,Name,Date,mkt_val,rbics_econn,rbics_econ,rbics_sectn,rbics_sect,rbics_subsectn,rbics_subsect,rbics_indgrpn,rbics_indgrp,rbics_indn,rbics_ind,rbics_subindn,rbics_subind,msci_esg_env,msci_esg_gov,msci_esg_social
NUE,Nucor Corporation,12/31/2015,12813.8686,45,Non-Energy Materials,4515,Mining and Mineral Products,451510,Metal Products,45151020,Primary Metals Products,4515102030,Minimills Steel Mills and Products Manufacturing,4.5151E+11,Minimills Mixed Product Manufacturing,4.900000095,5.699999809,4.800000191
NVDA,NVIDIA Corporation,12/31/2015,17732.48,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102040,Specialized Semiconductors,5510204015,Multimedia Semiconductors,5.5102E+11,Video Multimedia Semiconductors,6.900000095,5.599999905,6.699999809
ORLY,"O'Reilly Automotive, Inc.",12/31/2015,24768.55387,20,Consumer Cyclicals,2015,Miscellaneous Retail,201510,Auto Retail,20151020,Motor Vehicles and Parts Sales and Rental,2015102015,"Automotive Parts, Accessories and Tires Sales",2.0151E+11,Automotive Parts and Accessories Stores,2,4.300000191,3.299999952
OXY,Occidental Petroleum Corporation,12/31/2015,51632.32069,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Pan-US Fossil Fuel Exploration/Production,4,4.699999809,5.599999905
OMC,Omnicom Group Inc,12/31/2015,18135.702,10,Business Services,1010,Business Services,101010,Marketing and Printing Services,10101010,Marketing and Advertising Services,1010101015,Other Marketing and Advertising Services,1.0101E+11,Marketing and Advertising Agencies and Networks,8,1.200000048,4.199999809
OKE,"ONEOK, Inc.",12/31/2015,5171.96715,25,Energy,2515,Downstream and Midstream Energy,251515,Midstream Energy,25151515,Other Pipeline and Energy Storage Services,2515151510,Other Pipeline and Energy Storage Services,2.51515E+11,Other Pipeline and Energy Storage Services,2.900000095,5.800000191,7.699999809
ORCL,Oracle Corporation,12/31/2015,153718.24,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153520,Diversified IT Infrastructure Software,5.52015E+11,Diversified IT Infrastructure Software,8,2.299999952,4.900000095
OI,"Owens-Illinois, Inc.",12/31/2015,2803.95102,45,Non-Energy Materials,4520,Manufactured Products,452015,Containers and Packaging,45201515,Other Containers and Packaging Products,4520151510,Glass Container Manufacturing,4.52015E+11,Glass Container Manufacturing,8,4.099999905,5.599999905
PCAR,PACCAR Inc,12/31/2015,16651.62,40,Industrials,4010,Industrial Manufacturing,401025,Transportation Equipment Manufacturing,40102510,Commercial Transportation Equipment Manufacturing,4010251020,Heavy Duty Trucks and Trailers Manufacturing,4.01025E+11,Heavy Duty Trucks and Trailers Makers,3.599999905,5.300000191,6.199999809
PH,Parker-Hannifin Corporation,12/31/2015,13102.24782,40,Industrials,4010,Industrial Manufacturing,401020,Machinery Manufacturing,40102010,"Air, Liquid and Gas Control Equipment",4010201015,"Other Air, Liquid and Gas Control Equipment Makers",4.0102E+11,Valves and Fluid Control Products,5.699999809,7.599999905,4.300000191
PDCO,"Patterson Companies, Inc.",12/31/2015,4495.2303,35,Healthcare,3515,Healthcare Services,351510,Healthcare Support Services,35151020,Healthcare Distributors,3515102015,Medical Equipment Distributors,3.5151E+11,Medical Equipment Distributors,7,6.599999905,7.099999905
PAYX,"Paychex, Inc.",12/31/2015,19090.44521,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151010,Administrative Employment Services,1.01015E+11,Payroll Services,6.300000191,5.099999905,4
PYPL,PayPal Holdings Inc,12/31/2015,44308.8,30,Finance,3030,Specialty Finance and Services,303010,Specialty Finance,30301015,Consumer Finance Services,3030101530,Electronic Transaction Processing/Clearinghouses,3.0301E+11,Electronic Payment Processing,6,4.300000191,4
PNR,Pentair plc,12/31/2015,8937.970474,-,-,-,-,-,-,-,-,-,-,-,-,5.599999905,4.900000095,0.200000003
PBCT,"People's United Financial, Inc.",12/31/2015,5008.115,30,Finance,3010,Banking,301020,United States Banks,30102015,United States Savings Institutions,3010201510,United States East Savings Institutions,3.0102E+11,New England United States Savings Institutions,1.299999952,5.400000095,5.099999905
POM,"Pepco Holdings, Inc.",12/31/2015,6614.063679,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,6.599999905,4.599999905,5.5
PEP,"PepsiCo, Inc.",12/31/2015,144684.16,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501515,Food and Beverage Production,50151510,Beverages Production,5015151020,Non-Alcoholic Beverage Production,5.01515E+11,"Juices, Soft Drinks and Energy Drinks Production",8.399999619,3.5,5
PKI,"PerkinElmer, Inc.",12/31/2015,6001.66138,35,Healthcare,3520,Healthcare Equipment,352015,General Medical Devices,35201515,Diversified Medical Devices and Instruments,3520151510,Diversified Medical Devices and Instruments,3.52015E+11,Diversified Medical Devices and Instruments,9.300000191,4.900000095,5.699999809
PRGO,Perrigo Co. Plc,12/31/2015,20706.57,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,3.200000048,4.599999905,3.299999952
PFE,Pfizer Inc.,12/31/2015,199329,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,4.199999809,3.299999952,1.799999952
PCG,PG&E Corporation,12/31/2015,26170.83331,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States West Electric Utilities,6.800000191,2.900000095,7
PM,Philip Morris International Inc.,12/31/2015,136202.8371,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501520,Tobacco Production,50152010,Cigarette Manufacturing,5015201010,Cigarette Manufacturing,5.0152E+11,Cigarette Manufacturing,3.5,4.300000191,0
PSX,Phillips 66,12/31/2015,43305.76908,25,Energy,2515,Downstream and Midstream Energy,251510,Downstream Energy,25151015,Petroleum Refineries,2515101510,Americas Petroleum Refineries,2.5151E+11,Americas Petroleum Refineries,2.700000048,5.800000191,7.099999905
PNW,Pinnacle West Capital Corporation,12/31/2015,7156.014387,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States West Electric Utilities,4.800000191,5.099999905,4.599999905
PXD,Pioneer Natural Resources Company,12/31/2015,18729.22679,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151020,US Southern Fossil Fuel Exploration/Production,2.51015E+11,Permian Basin Fossil Fuel Exploration/Production,1.799999952,4.900000095,3.900000095
PBI,Pitney Bowes Inc.,12/31/2015,4037.512945,55,Technology,5515,Hardware,551510,Commercial Electronics,55151030,Office Equipment Products,5515103015,Other Office Equipment Manufacturing,5.5151E+11,Other Office Equipment Manufacturing,8.699999809,5.400000095,5
PCL,"Plum Creek Timber Company, Inc.",12/31/2015,8312.824,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Land Equity REITs,5.300000191,4.400000095,2.5
PNC,"PNC Financial Services Group, Inc.",12/31/2015,48036.24,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201010,Other United States Commercial Banks,3.0102E+11,Other United States Commercial Banks,5.800000191,6.699999809,3.599999905
PPG,"PPG Industries, Inc.",12/31/2015,26372.68721,45,Non-Energy Materials,4510,"Chemical, Plastic and Rubber Materials",451020,Specialty and Performance Chemicals,45102015,"Adhesive, Sealant, Coating and Paint Products",4510201515,Coatings Manufacturing,4.5102E+11,Coatings Manufacturing,6.5,2.799999952,0
PPL,PPL Corporation,12/31/2015,22998.73941,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101015,Other United States Electric Utilities,6.5101E+11,National Electric Utilities,4.400000095,4.099999905,5.099999905
PX,"Praxair, Inc.",12/31/2015,29171.61769,35,Healthcare,3515,Healthcare Services,351520,Miscellaneous Healthcare,35152035,Diversified Healthcare Services,3515203510,Diversified Healthcare Services,3.5152E+11,Diversified Healthcare Services,4.400000095,1.899999976,9.300000191
PCP,Precision Castparts Corp.,12/31/2015,31921.8471,45,Non-Energy Materials,4515,Mining and Mineral Products,451510,Metal Products,45151010,Metal Parts and Component Manufacturing,4515101040,Stamping and Forging Shops,4.5151E+11,Stamping and Forging Shops,2.5,6.300000191,3.099999905
BKNG,Priceline Group Inc,12/31/2015,63252.27245,50,Consumer Non-Cyclicals,5010,Food and Staples Retail,501015,General Merchandise Retail,50101520,General Merchandise Retailers,5010152010,General Merchandise Retailers,5.01015E+11,General Merchandise Retailers,8.300000191,5.599999905,3.299999952
PFG,"Principal Financial Group, Inc.",12/31/2015,13107.172,30,Finance,3020,Investment Services,302010,Investment Services,30201030,Diversified Investment,3020103010,Diversified Investment,3.0201E+11,Diversified Investment,5.5,3.900000095,4.800000191
PG,Procter & Gamble Company,12/31/2015,214769.5511,50,Consumer Non-Cyclicals,5020,Household Products,502020,Personal Care and Cleaning Products,50202025,General Personal Care and Cleaning Products Makers,5020202510,General Personal Care and Cleaning Products Makers,5.0202E+11,General Personal Care and Cleaning Products Makers,7.400000095,3.200000048,4.5
PGR,Progressive Corporation,12/31/2015,18558.48,30,Finance,3015,Insurance,301510,Insurance,30151020,Property and Casualty Insurance,3015102015,Personal Insurance,3.0151E+11,Auto Insurance,4.599999905,4,4.400000095
PLD,"Prologis, Inc.",12/31/2015,22512.05504,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Industrial and Warehouse Equity REITs,6.5,5.300000191,6.5
PRU,"Prudential Financial, Inc.",12/31/2015,36398.52245,30,Finance,3015,Insurance,301510,Insurance,30151030,Diversified Insurance,3015103010,Diversified Insurance,3.0151E+11,Diversified Insurance,8.199999809,3.400000095,4.699999809
PEG,Public Service Enterprise Group Inc,12/31/2015,19549.37687,65,Utilities,6510,Utilities,651010,Energy Utilities,65101010,Electric Utilities,6510101020,United States Regional Electric Utilities,6.5101E+11,United States Northeast Electric Utilities,5.599999905,6.5,5.699999809
PSA,Public Storage,12/31/2015,42832.5914,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Self-Storage Equity REITs,4.5,2.700000048,4.300000191
PHM,"PulteGroup, Inc.",12/31/2015,6221.823615,30,Finance,3025,Real Estate,302510,Home Builders and Manufactured Buildings,30251010,Home Builders,3025101010,Home Builders,3.0251E+11,Home Builders,4.199999809,4.599999905,2.599999905
PVH,PVH Corp.,12/31/2015,6045.294668,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101015,Apparel and Footwear Production,2010101515,Apparel Production,2.0101E+11,Premium Wear Production,4.599999905,5.699999809,5.599999905
QRVO,"Qorvo, Inc.",12/31/2015,6975.8959,55,Technology,5510,Electronic Components and Manufacturing,551010,Electronic Components,55101015,Module and Subassembly Components,5510101510,Other Module and Subassembly Components,5.5101E+11,Other Module and Subassembly Electronic Components,5.099999905,4.099999905,5.099999905
QCOM,QUALCOMM Incorporated,12/31/2015,74727.575,55,Technology,5510,Electronic Components and Manufacturing,551020,Semiconductor Manufacturing,55102040,Specialized Semiconductors,5510204010,Communications Semiconductors,5.5102E+11,Other Communications Semiconductors,3.299999952,3.400000095,4.300000191
PWR,"Quanta Services, Inc.",12/31/2015,3235.609962,40,Industrials,4015,Industrial Services,401525,Facilities and Construction Services,40152510,Infrastructure Construction/Contracting Services,4015251010,Infrastructure Construction,4.01525E+11,"Process Plants, Utilities and Energy Construction",3.599999905,5,3.299999952
DGX,Quest Diagnostics Incorporated,12/31/2015,10173.02,35,Healthcare,3515,Healthcare Services,351515,Patient Care,35151515,Ambulatory and Outpatient Diagnostic Patient Care,3515151510,Clinical Laboratory Patient Diagnostics,3.51515E+11,General Clinical Laboratories,8.399999619,3.900000095,6
RL,Ralph Lauren Corporation Class A,12/31/2015,9364.32,20,Consumer Cyclicals,2010,Consumer Goods,201010,Apparel and Accessory Products,20101015,Apparel and Footwear Production,2010101515,Apparel Production,2.0101E+11,Premium Wear Production,1.600000024,0.300000012,0.699999988
RRC,Range Resources Corporation,12/31/2015,4166.878081,25,Energy,2510,Upstream Energy,251015,Fossil Fuel Exploration and Production,25101510,Americas Fossil Fuel Exploration and Production,2510151015,Pan-US Fossil Fuel Exploration/Production,2.51015E+11,Eastern Region Fossil Fuel Exploration/Production,1.100000024,4.900000095,4.599999905
RTN,Raytheon Company,12/31/2015,37234.47,40,Industrials,4010,Industrial Manufacturing,401010,Aerospace and Defense Manufacturing,40101015,Defense Manufacturing,4010101510,Other Defense Manufacturing,4.0101E+11,Defense Contractors,3.200000048,5.800000191,4.699999809
O,Realty Income Corporation,12/31/2015,12929.01716,30,Finance,3025,Real Estate,302520,Real Estate Investment Trusts (REITs),30252015,Equity REITs,3025201510,Equity REITs,3.0252E+11,Retail Equity REITs,4,5.800000191,0.400000006
RHT,"Red Hat, Inc.",12/31/2015,15122.68254,55,Technology,5520,Software and Consulting,552015,Software,55201535,IT Infrastructure Software,5520153520,Diversified IT Infrastructure Software,5.52015E+11,Diversified IT Infrastructure Software,5.199999809,7.5,2.299999952
REGN,"Regeneron Pharmaceuticals, Inc.",12/31/2015,56810.77929,35,Healthcare,3510,Biopharmaceuticals,351015,Other Biopharmaceuticals,35101540,Diversified Biopharmaceuticals,3510154010,Diversified Biopharmaceuticals,3.51015E+11,Diversified Biopharmaceuticals,4.300000191,2.099999905,4
RF,Regions Financial Corporation,12/31/2015,12454.37458,30,Finance,3010,Banking,301020,United States Banks,30102010,United States Commercial Banks,3010201015,United States East and South Commercial Banks,3.0102E+11,United States Southern Commercial Banks,0.5,4.900000095,3.700000048
RSG,"Republic Services, Inc.",12/31/2015,15202.944,10,Business Services,1010,Business Services,101025,Waste Management Services,10102510,General Waste Collection,1010251010,General Waste Collection,1.01025E+11,General Waste Collection,1.100000024,5,2.299999952
RAI,Reynolds American Inc.,12/31/2015,65871.80289,50,Consumer Non-Cyclicals,5015,Food and Tobacco Production,501520,Tobacco Production,50152010,Cigarette Manufacturing,5015201010,Cigarette Manufacturing,5.0152E+11,Cigarette Manufacturing,4,3.799999952,2.200000048
RHI,Robert Half International Inc.,12/31/2015,6182.696857,10,Business Services,1010,Business Services,101015,Other Professional Services,10101510,Administrative Services,1010151010,Administrative Employment Services,1.01015E+11,Staffing Services,9.300000191,5.900000095,5.900000095
